314,6:00,12:45,15:15,17:16,19:45,,,
315,6:15,12:45,15:00,17:15,19:45,,,
316,6:15,12:45,15:00,17:14,19:45,,,
317,6:15,12:45,15:00,17:13,19:45,,,
318,6:15,12:45,15:00,17:12,19:45,,,
319,6:15,12:45,15:00,17:11,19:45,,,
320,6:15,12:45,15:00,17:10,19:45,,,
321,6:15,12:45,15:00,17:09,19:45,,,
322,6:15,12:45,15:00,17:08,19:45,,,
323,6:15,12:45,15:00,17:07,19:45,,,
324,6:15,12:45,15:00,17:06,19:45,,,
325,6:30,12:45,15:00,17:05,19:45,,,
326,6:30,12:45,15:00,17:05,19:45,,,
327,6:30,12:45,15:00,17:04,19:45,,,
328,6:30,12:45,15:00,17:03,19:45,,,
329,6:30,12:45,15:00,17:03,19:45,,,
330,6:30,12:45,15:00,17:02,19:45,,,
331,6:30,12:45,15:00,17:02,19:45,,,
332,6:30,12:45,15:00,17:01,19:45,,,
333,6:30,12:45,15:00,17:01,19:45,,,
334,6:30,12:45,15:00,17:00,19:45,,,
335,6:45,12:45,15:00,17:00,19:45,,,
336,6:45,12:45,15:00,16:59,19:45,,,
337,6:45,12:45,15:00,16:59,19:45,,,
338,6:45,12:45,15:00,16:59,19:45,,,
339,6:45,12:45,15:00,16:59,19:45,,,
340,6:45,12:45,15:00,16:59,19:45,,,
341,6:45,12:45,15:00,16:58,19:45,,,
342,6:45,12:45,15:00,16:58,19:45,,,
343,6:45,12:45,15:00,16:58,19:45,,,
344,6:45,12:45,15:00,16:58,19:45,,,
345,6:45,12:45,15:00,16:58,19:45,,,
346,6:45,12:45,15:00,16:58,19:45,,,
347,6:45,12:45,15:00,16:58,19:45,,,
348,6:45,12:45,15:00,16:59,19:45,,,
349,6:45,12:45,15:00,16:59,19:45,,,
350,6:45,12:45,15:00,16:59,19:45,,,
351,6:45,12:45,15:00,16:59,19:45,,,
352,6:45,12:45,15:00,17:00,19:45,,,
353,6:45,12:45,15:00,17:00,19:45,,,
354,6:45,12:45,15:00,17:00,19:45,,,
355,6:45,12:45,15:00,17:01,19:45,,,
356,6:45,12:45,15:00,17:01,19:45,,,
357,6:45,12:45,15:00,17:02,19:45,,,
358,6:45,12:45,15:00,17:02,19:45,,,
359,6:45,12:45,15:00,17:03,19:45,,,
360,6:45,12:45,15:00,17:03,19:45,,,
361,6:45,12:45,15:00,17:04,19:45,,,
362,6:45,12:45,15:00,17:05,19:45,,,
363,6:45,12:45,15:00,17:06,19:45,,,
364,6:45,12:45,15:00,17:06,19:45,,,
365,6:45,12:45,15:00,17:07,19:45,,,
